idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq35,bq36,bq37,bq38,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
4038,3,5,2,2,2,3,3,3,2,3,2,4,3,4,4,5,3,3,3,4,3,4,4,3,4,5,3,5,2,2,1,0,1,0,1,0,4,3,1,0,1,0,1,0,2,2,4,5,3,3,3,4,3,4,3,5,3,3,3,5,3,2,4,5,3,2,4,2,3,3,3,3,2,2,3,4,3,3,1,0,2,5,11,1,2,2,2,0,7,3,3,4,3,3,3,3,3,4,3,4,4,2,2,3,3,3,3,3,3,4,4,3,3,2,4,2,3,2,3,30,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,45,2,1,1,1,7600,0,3600,32101,인터넷 모바일 발달 감소 예상 없다 없다 모름,정보처리
4039,4,5,4,6,5,6,3,2,2,1,3,2,4,5,3,3,3,4,4,5,2,2,4,2,4,5,4,5,4,5,2,1,2,3,2,1,3,4,2,4,2,1,2,2,2,1,4,4,3,2,3,4,3,3,3,5,4,5,3,4,2,2,3,3,2,2,3,2,3,3,2,2,3,4,5,6,2,4,2,2,2,3,17,1,2,1,1,1,1,5,4,2,2,4,4,4,2,2,2,3,2,3,4,4,2,2,4,4,2,2,2,2,2,2,2,3,2,3,1,0,2,2,2,2,2,2,2,2,4,4,4,4,2,4,2,40,5,1,3,2,1200,0,500,306904,사회복지사 미술심리치료사 재공인력교육 예술 치료 대한 사람 관심 계속 선생님 스케치북 색연필 크레파스 해바라기 센터 상담사 학원강의,가족상담
4040,3,5,5,6,4,5,1,0,1,0,3,4,3,3,2,4,3,4,2,3,1,0,3,4,4,5,2,3,4,5,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,3,4,2,2,3,5,4,6,4,6,4,6,4,5,4,5,3,5,3,5,3,3,2,3,3,3,2,2,2,2,3,4,2,1,2,2,19,1,3,2,2,0,2,4,4,3,3,4,3,3,3,3,4,4,4,4,3,3,3,3,4,3,3,3,2,3,3,2,3,3,2,3,1,0,2,2,2,1,2,2,2,2,3,3,3,3,3,3,2,31,4,1,1,1,3200,0,2000,512101,향후 결혼 적령 감소 변화 없다 컴퓨터 고객 관리 메모 없다 없다 없다,불어불문학
4041,4,5,4,5,4,5,4,5,4,6,4,6,1,0,1,0,1,0,2,3,4,5,3,4,4,5,1,0,3,3,3,3,2,2,4,4,3,4,1,0,1,0,1,0,1,0,3,3,1,0,2,4,3,3,3,4,1,0,1,0,1,0,3,4,2,3,1,0,1,0,1,0,2,2,3,3,2,3,1,0,1,0,18,1,2,1,2,0,7,5,4,3,2,3,4,3,4,3,4,4,4,4,3,3,3,3,3,3,3,2,3,4,2,3,3,2,2,3,2,10,2,2,1,2,2,2,2,2,4,3,4,3,3,3,1,41,4,1,1,1,3700,0,2100,414201,사진기능사 사진관 수요 감소 없다 카메라 없다 없다 없다,영상미술학
4042,5,4,4,4,3,4,4,5,3,5,4,5,3,4,4,4,4,5,3,3,4,5,4,6,3,3,3,4,4,3,3,3,4,5,3,4,3,5,4,4,2,2,4,4,4,5,4,5,3,5,3,5,4,4,3,4,4,5,1,0,3,3,3,4,1,0,2,4,1,0,1,0,1,0,1,0,2,2,1,0,2,2,17,2,2,1,1,2,2,4,3,2,2,3,3,2,2,1,3,4,3,3,2,3,4,3,4,2,3,2,4,2,2,4,3,4,3,4,2,10,2,2,1,2,2,2,2,2,3,3,4,3,3,3,1,23,3,1,3,2,2300,0,2200,512301,장례지도사 국가자격증 서비스 교육 전문성 직업 계속 발전 없다 염사 학생 없다 없다,장례서비스경영학
4043,4,5,4,5,4,4,1,0,3,4,2,3,5,5,4,4,4,4,2,2,1,0,4,5,5,5,5,4,5,4,2,2,1,0,1,0,4,4,1,0,1,0,1,0,1,0,4,5,4,4,2,3,4,3,5,6,2,2,5,5,2,3,4,4,4,4,2,2,1,0,3,3,3,4,3,4,3,4,2,3,4,4,11,1,1,1,1,2,7,3,3,3,2,4,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,3,3,4,3,3,4,2,3,5,4,50,2,1,2,1,2,2,2,2,3,3,3,3,3,3,2,50,2,1,3,2,8500,0,4000,12402,보험중개사 상품이해 보험설계프로그램사용법 기술 발전 경제 악화 보험설계사 FP 태블릿 산출 프로그램 없다 자산관리사 금융플래너,문
4044,2,3,2,4,2,3,3,3,2,3,3,3,2,4,2,2,2,2,3,4,3,4,3,5,2,3,2,4,3,4,3,4,3,4,3,4,3,5,4,5,3,4,3,4,3,4,3,4,3,5,3,4,3,3,3,4,3,4,2,5,2,3,2,3,2,3,3,4,3,3,3,4,2,4,3,4,3,3,3,4,3,3,13,1,2,2,2,0,2,5,4,4,4,4,3,2,4,3,4,4,3,4,2,2,3,3,3,3,2,3,1,2,2,3,4,3,2,3,6,10,2,2,2,2,2,2,2,2,4,4,3,3,2,4,1,32,4,1,1,1,3200,0,2400,140501,불경기 없다 스케치업 없다 없다 없다,도시공학
4045,2,1,1,0,2,2,3,2,2,1,2,2,1,0,1,0,1,0,1,0,1,0,2,1,3,3,2,3,3,2,2,2,2,2,2,1,1,0,1,0,2,1,2,1,1,0,1,0,1,0,2,2,1,0,2,2,2,1,2,2,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,19,1,1,2,1,2,2,1,1,1,1,5,2,2,3,0,5,0,4,2,2,2,4,3,4,4,2,3,2,3,4,3,2,3,3,2,5,30,2,2,1,1,2,2,2,2,4,4,4,3,1,3,1,58,2,1,1,1,2500,0,1800,561401,굽수선요령 창가리 가죽수선 ㅡ구두닦이 구두 사람 변화 구두닦이 아저씨 수선 재단 부츠 걸이 방지 방치 집게 사무직 없다 없다,상업
4046,5,4,5,4,5,4,1,0,1,0,5,4,3,4,5,6,5,6,5,6,5,7,5,4,5,7,3,4,5,7,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,6,5,5,5,7,5,7,5,7,5,5,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,5,2,3,5,6,3,4,10,1,6,2,1,6,7,1,3,3,2,3,3,3,3,0,0,5,5,3,3,1,3,3,5,3,3,1,4,4,1,3,3,5,4,5,3,10,2,2,1,1,2,2,2,2,3,3,5,5,5,5,1,24,4,2,5,0,0,2000,0,615203,시스템 관련 업무 숙지 교육 영업력 훈련 기계화 직종 가운데 소비 결코 감소 소비 소득 프로슈머 마케팅 기계 인간 최상 직종 없다 휴대전화 패드 브로 대학생 없다 없다 신유통 직거래마케팅 으로 인해 많은 컨설턴트가 생기고 자산 투자 쪽도 1인 GA라는 컨셉 회사에 소속하지 않는 일자리가 증가하고 있다 창업을 뜻한다,조선해양IT공학
4047,2,3,2,3,2,3,4,5,4,5,3,4,2,3,2,3,3,4,3,4,3,4,3,4,3,4,4,5,4,5,3,4,4,5,4,5,1,0,3,4,3,4,3,4,1,0,3,4,2,3,3,4,3,4,3,4,3,4,3,4,4,5,2,3,3,4,3,5,4,5,1,0,4,5,3,4,1,0,1,0,3,4,6,1,1,2,2,0,7,1,2,2,1,4,4,2,4,0,0,0,4,3,3,2,3,3,4,4,4,4,4,3,2,3,3,3,1,1,1,30,2,2,2,2,2,2,2,2,1,3,3,3,1,3,1,65,2,1,3,2,3000,0,2000,702601,인력 기존 인력 진행 페인트공 교반봉 삼각자 테이프 소방관 없다 없다,인문계
4048,3,4,2,3,2,3,1,0,1,0,3,4,2,2,3,3,3,5,3,3,2,3,2,2,3,5,2,1,1,0,4,6,3,4,1,0,1,0,1,0,1,0,2,2,2,1,2,2,2,2,2,4,2,3,3,5,4,6,3,5,3,4,2,1,1,0,1,0,1,0,2,4,2,2,1,0,1,0,1,0,1,0,19,1,2,1,2,0,3,2,3,3,3,2,4,2,4,0,0,0,4,4,3,3,4,2,2,3,4,4,4,4,5,2,4,3,2,3,1,10,2,2,1,1,2,2,2,2,4,4,3,4,3,3,2,34,2,2,5,0,0,4200,0,307601,안마사 침체 유지 정도 없다 수건 진동 안마 기구 없다 없다 없다,인문계
4049,5,6,4,5,3,3,4,5,4,4,5,6,5,5,4,5,4,5,5,5,5,6,5,5,4,4,4,5,4,4,5,5,5,4,5,4,4,4,4,5,4,4,5,5,5,5,5,6,5,5,4,5,4,5,5,6,5,6,4,5,4,5,4,5,4,4,4,5,4,5,4,5,5,5,4,5,4,5,5,6,4,5,3,1,5,1,1,4,4,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,2,4,4,3,4,3,3,3,3,3,3,1,30,2,1,2,1,2,2,2,2,4,4,4,4,3,3,2,42,4,1,1,1,3000,0,2000,301004,간호사 산업체에서 생길수 있는 환자에 관한 지식 간호사 의료 도구 없다 없다 없다,간호학
4050,5,6,3,4,4,5,5,5,4,5,5,6,5,6,4,5,5,6,5,6,5,6,5,6,4,6,5,6,5,5,3,4,3,4,3,4,4,6,2,3,3,4,4,5,3,4,5,6,5,6,5,7,3,5,4,5,5,6,3,4,2,5,1,0,3,4,4,5,5,6,4,6,5,5,3,4,3,5,2,3,3,4,16,5,6,1,1,5,7,7,5,4,4,4,4,2,4,5,4,4,5,3,3,2,4,5,2,3,3,3,1,1,1,1,3,2,4,2,6,30,2,2,2,2,2,2,2,2,4,4,4,4,1,3,1,48,6,1,1,1,10000,0,4000,211101,치과의사면허증 전문의 교수법 강의 준비 학생 감소 교육 매체 개발 온라인 강좌 증가 교수 의학 자료 스케 학생 연구소 연구원 없다,치의학
4051,2,3,2,3,2,3,3,4,3,4,3,4,3,4,2,3,2,3,3,4,3,4,3,3,3,4,2,3,3,3,2,3,3,3,2,3,3,3,2,3,2,3,3,4,2,4,3,4,3,4,2,3,2,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,4,3,3,3,4,3,4,2,3,1,0,1,0,8,2,4,1,2,0,3,2,4,4,5,4,4,4,5,4,4,5,5,4,4,4,3,4,4,4,2,2,1,2,2,2,2,2,2,3,2,10,1,1,1,1,1,1,1,1,3,3,4,4,2,4,1,30,4,1,1,1,3000,0,2700,705201,토목기사 자격증 철도 여객 화술 수송량 감소 감소 선로원 보선원 공구 볼트 고정 학생 철도차량기사 없다,기계
4052,2,2,3,3,4,4,5,5,3,5,5,5,3,2,3,5,3,5,4,4,2,6,4,5,4,3,3,5,2,3,3,4,4,3,2,4,3,3,4,2,3,4,3,4,2,5,3,5,3,5,3,4,4,4,2,4,4,4,3,4,3,2,3,5,3,4,4,4,2,5,2,4,3,3,4,3,3,4,4,3,2,2,13,1,3,1,1,1,2,2,3,3,3,3,3,2,2,3,3,3,3,1,1,4,1,1,2,2,4,5,4,4,4,2,3,1,4,1,2,20,1,1,1,1,1,1,2,1,4,2,2,4,2,4,1,41,4,1,1,1,3500,0,2200,158501,초음파 자기비파괴 침투비파괴 기본안전교육 자동화 기술 혁신 없다 초음파 검사 장비 사무직 의원 원무과 직원 없다,마케팅
4053,4,4,2,3,2,3,1,0,2,3,3,4,3,4,2,4,4,4,3,4,3,5,3,5,3,4,2,3,3,5,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,2,4,3,4,3,3,3,4,4,6,3,5,4,5,3,5,4,6,3,4,4,5,3,4,3,4,2,3,3,5,3,4,1,0,1,0,19,1,1,2,2,0,7,2,4,3,3,3,3,3,2,0,0,0,3,3,2,3,3,3,3,3,2,3,3,3,2,3,2,4,2,3,6,5,2,2,2,2,2,2,2,2,4,4,3,3,2,3,2,45,4,1,3,2,2800,0,1800,512101,분야 미혼 재혼 국제 결혼 결혼 상담 없음 고객 자료 컴퓨터 주부 모름 없다,원예
4054,4,4,3,3,3,4,4,5,3,3,2,3,2,2,2,2,2,3,4,4,2,2,3,4,3,5,4,5,3,4,1,0,1,0,1,0,2,2,1,0,4,5,2,1,2,1,3,4,3,4,4,4,3,4,3,4,2,3,2,3,2,2,2,1,2,2,2,3,2,1,1,0,2,2,2,2,2,2,1,0,1,0,3,1,2,1,1,2,7,3,3,2,3,3,3,4,3,3,3,4,4,3,2,3,3,3,4,3,3,3,2,3,3,3,3,2,3,1,4,50,2,2,2,2,2,2,2,2,3,4,3,4,3,3,2,32,4,1,1,1,2600,0,2200,159104,CAD자격증 기계제도에 대한 이해 전담 캐드 수요 본인 업무 병행 캐드 업무 인력 감축 갈수록 예상 없다 없다 모름,컴퓨터공학
4055,5,6,5,7,5,6,3,3,3,5,3,4,5,6,5,6,5,6,5,6,2,2,4,5,4,5,1,0,5,6,1,0,1,0,1,0,4,5,1,0,3,4,1,0,1,0,1,0,5,7,3,4,3,4,4,6,1,0,4,5,4,6,5,6,4,5,3,4,2,2,2,2,3,4,3,4,2,2,1,0,1,0,13,6,2,1,1,3,5,5,4,3,3,4,4,4,2,3,3,3,3,4,4,2,4,4,4,4,2,2,2,3,3,4,4,4,3,4,4,10,2,1,1,1,2,2,2,2,5,5,4,4,2,3,1,47,5,1,1,1,5000,0,3000,23301,관세사 통관관련 규정숙지 향후 수출입 물량 증가 없다 더존 통계 프로그램 인컴 없다 없다 없다,회계학
4056,3,4,2,3,1,0,2,3,1,0,1,0,1,0,1,0,2,3,1,0,1,0,1,0,2,3,1,0,2,3,5,5,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,6,4,1,2,2,0,1,1,1,1,1,2,2,2,3,0,0,4,3,2,2,4,3,3,2,4,4,3,4,3,3,2,3,2,3,2,1,0,2,2,2,2,2,2,2,2,4,4,2,2,3,2,1,48,2,1,4,2,2000,0,1800,706001,없음 지게 자영업 페인트 판매원 없다 없다,인문계
4057,4,6,2,3,3,5,2,3,3,3,4,6,3,6,4,5,5,6,4,7,3,5,2,3,3,5,2,4,5,6,2,1,3,3,4,5,5,7,2,1,3,5,3,2,4,6,2,2,4,5,3,2,4,7,1,0,2,3,4,5,4,5,3,5,2,2,3,6,4,2,2,4,4,3,3,2,1,0,1,0,2,4,11,1,3,2,2,0,1,5,3,4,1,3,2,2,2,3,4,3,4,4,2,3,5,2,4,3,4,3,5,4,2,3,4,4,3,5,2,30,1,1,1,2,2,2,2,2,4,3,2,4,3,2,1,38,4,1,1,1,5040,0,4800,133205,산업 증가 없다 자바 오라클 없다 없다 없다,전자공학
4058,1,0,2,2,2,2,5,6,5,6,4,6,1,0,1,0,2,2,2,2,2,2,3,4,2,3,1,0,2,2,5,7,5,6,5,7,1,0,4,5,4,5,5,7,1,0,1,0,2,2,3,4,3,4,2,2,1,0,1,0,1,0,1,0,3,4,2,3,3,3,2,2,2,2,2,2,1,0,1,0,3,4,3,1,2,2,2,0,7,2,2,1,1,3,2,2,3,3,4,4,4,2,2,4,2,2,2,3,3,4,2,2,3,3,3,2,3,2,6,30,2,2,2,2,2,2,2,2,3,4,3,3,2,2,1,28,2,1,3,2,2400,0,1500,823101,우리나라 제조업 중국 때문 노무직 판매직 없다 없다,인문계
4059,3,3,3,2,1,0,3,3,1,0,1,0,1,0,4,6,4,5,1,0,1,0,3,1,2,3,2,1,1,0,2,3,3,4,3,3,4,6,3,3,1,0,3,3,2,1,1,0,1,0,4,5,2,2,2,3,2,1,2,2,3,3,2,3,4,5,4,6,1,0,4,5,2,1,2,3,1,0,1,0,2,1,6,1,2,1,2,0,3,5,3,4,3,4,3,3,4,3,3,4,4,2,3,3,4,3,4,3,3,4,3,3,4,3,3,3,2,2,2,50,2,2,2,1,2,2,1,1,4,3,4,4,3,4,1,37,4,1,1,1,3000,0,2800,140601,측량기능사 크게 관련 학과 경우 때문 없다 컴퓨터 측량 기기 없다 없다 없다,토목과
4060,3,4,3,4,4,5,1,0,2,3,2,4,3,5,4,5,4,6,3,4,1,0,1,0,3,4,3,4,2,3,1,0,1,0,1,0,4,6,1,0,1,0,1,0,1,0,3,4,3,4,4,5,3,0,2,1,2,1,1,0,2,4,1,0,4,5,4,5,1,0,4,6,3,4,3,3,4,5,2,3,3,4,15,2,6,2,2,0,3,5,4,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,0,2,2,2,2,2,2,2,2,4,4,4,3,4,3,1,57,4,1,1,1,6000,0,4000,12101,사람 직업 없다 컴퓨터 없다 없다 없다,국문
4061,3,4,4,5,4,6,1,0,4,6,5,6,4,5,4,5,3,5,4,4,3,6,3,5,4,5,4,6,4,6,2,2,1,0,2,3,3,3,2,3,1,0,1,0,1,0,3,4,4,3,5,5,5,5,4,6,5,6,4,6,5,6,4,5,4,4,4,3,4,3,4,5,5,5,4,4,4,4,4,4,4,5,9,1,1,2,2,0,7,2,2,1,1,2,2,1,3,0,0,5,4,1,2,4,2,1,2,2,4,4,5,4,2,2,3,2,2,2,4,30,1,2,1,2,2,1,2,2,3,3,3,4,2,4,2,25,2,1,1,1,2000,0,1500,532201,문화 발달 문화 없다 없다 백화점 판매원,인문고
4062,3,4,5,6,5,4,1,0,1,0,5,5,3,5,3,4,4,6,2,3,1,0,4,5,2,3,3,2,3,4,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,3,3,5,3,4,3,3,3,4,5,5,3,4,3,4,5,6,1,0,3,3,3,3,1,0,3,3,3,2,2,2,1,0,2,2,15,3,2,1,2,0,5,5,3,2,3,3,4,2,2,3,4,4,3,3,4,3,3,3,4,3,3,3,2,4,3,3,3,3,2,3,1,0,2,2,2,2,2,2,2,2,3,3,4,3,3,2,1,28,4,1,1,1,2500,0,2000,231301,청소년 지도사 청소년 대한 문제 계속 것이므 없다 직업 상담원 없다,평생교육학
4063,3,3,3,3,3,4,4,4,4,5,3,5,4,5,4,4,3,5,4,5,1,0,3,5,1,0,3,4,3,4,3,4,4,5,4,5,2,2,2,3,3,4,4,6,3,5,3,5,1,0,4,5,2,2,4,5,4,4,3,5,4,4,4,4,4,4,3,3,1,0,2,3,3,4,2,4,1,0,1,0,1,0,19,1,2,1,1,1,1,3,4,2,2,4,4,3,2,1,3,3,2,4,3,4,4,4,2,3,4,3,4,2,4,2,2,3,2,3,2,50,1,2,1,1,2,2,2,2,4,5,3,3,3,3,1,50,2,1,1,1,3800,0,2000,812401,자동차 정비사 안전교육 자동차 계속 생산 판매 때문 없다 없다 카센터운영 없다,금속
4064,2,3,2,3,3,4,3,4,3,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,3,4,2,4,3,4,1,0,3,3,2,3,3,4,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,10,1,3,1,2,0,2,2,3,4,4,4,3,4,3,2,2,3,3,4,3,3,3,4,4,2,4,2,3,2,3,3,4,2,2,3,5,10,2,2,2,2,2,2,2,2,3,3,4,2,2,1,1,32,2,1,1,1,3000,0,2800,831301,전기기능사 침체 수주 없다 니퍼 스패너 인테리어 전기기사 없다 없다,전기과
4065,3,4,3,3,3,5,4,5,4,5,3,4,3,4,3,4,2,3,3,4,2,2,3,4,3,4,4,5,3,3,2,2,3,5,2,2,1,0,2,3,4,5,3,4,1,0,2,3,3,4,2,3,1,0,3,4,2,3,1,0,3,4,3,3,3,5,3,4,2,4,3,4,3,4,4,4,2,4,3,4,4,5,3,1,2,2,1,3,4,1,3,1,1,4,3,1,2,0,4,4,3,4,3,2,3,2,3,4,4,5,1,4,3,2,5,2,3,1,2,80,2,2,2,2,2,2,2,2,4,3,2,3,2,3,2,50,2,1,3,2,4000,0,1800,862301,재봉틀 조작기술 공장 해외 이전 없다 재봉틀 가위 없다 없다 없다,인문계
4066,4,4,4,5,3,4,1,0,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,5,5,5,5,5,5,5,1,0,1,0,1,0,5,5,1,0,1,0,1,0,1,0,5,5,5,3,5,4,5,4,5,4,5,4,5,7,5,5,4,5,4,4,5,5,5,4,5,5,5,4,4,4,4,4,4,5,4,4,11,1,2,1,1,6,1,5,5,4,4,2,5,1,5,4,4,3,4,4,1,4,3,4,4,3,4,5,5,5,5,4,4,1,4,1,2,90,1,1,1,1,1,1,1,1,4,5,2,4,2,4,2,41,5,1,1,1,11000,0,3000,32201,자산운용사 증권투자상담사 펀드판매 고객상담스킬 자산관리노하우 경제시장 읽기 산업 대의 도래 인공 지능 로봇 업무 아가씨 00양 컴퓨터 없다 자산운용사 부동산 자문사 인공지능운용랩,경영
4067,4,6,4,5,4,6,3,4,2,2,2,3,3,4,4,5,4,5,3,5,3,5,4,5,4,5,2,2,4,6,1,0,2,1,2,3,4,6,1,0,3,5,2,2,4,5,4,5,3,5,4,5,2,3,4,5,3,5,2,1,2,2,1,0,4,5,4,5,3,5,4,5,2,3,2,2,3,4,3,4,2,3,10,1,3,1,2,0,4,5,3,3,3,4,3,3,2,3,3,3,3,4,3,2,3,4,4,2,4,4,3,3,3,2,4,4,3,3,3,25,2,1,2,2,2,2,2,2,5,5,3,3,3,3,1,49,4,1,1,1,5900,0,2200,134302,정보처리기사 정보화 시대 네트워크 기술 없다 컴퓨터 없다 모름,컴퓨터공학
4068,5,4,4,5,5,5,2,3,3,4,5,5,4,6,4,5,4,4,4,5,2,3,2,3,3,4,5,5,4,4,2,4,2,3,2,3,5,3,2,3,2,4,2,2,3,3,5,5,4,4,5,5,4,5,4,5,4,5,3,4,4,4,5,5,5,5,4,4,5,3,4,4,3,4,4,3,5,3,5,5,3,4,16,2,3,1,1,5,3,5,4,3,3,4,4,4,4,3,3,4,4,1,1,2,3,4,5,3,5,4,5,4,3,4,4,1,4,1,5,70,2,1,1,2,2,2,1,1,4,4,2,4,3,4,1,38,5,1,1,1,5000,0,3000,212201,초등교원자격증 업무처리 수업방법 학급경영 생활지도 산업 시대 재택 수업 통해 교사 필요 매우 감소 것임 선생 교사 한글 엑셀 파워포인트 계속 교사 학원강사 어린이집운영 없다,초등상담
4069,4,4,3,4,3,5,4,5,4,5,1,0,2,2,3,3,3,3,1,0,5,6,3,6,4,4,3,4,3,3,3,3,1,0,3,4,3,4,4,3,4,6,1,0,5,7,3,5,2,4,4,5,2,2,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,13,1,3,1,1,5,2,5,4,3,3,3,4,3,4,3,3,3,3,3,3,3,4,3,2,2,4,4,3,3,3,3,4,2,3,2,4,80,1,1,1,2,2,1,2,2,3,3,3,4,2,2,1,33,4,1,1,1,3000,0,2700,153201,전자계산기 기능사 전자응용기술사자격증 전자공학 기술 인공 지능 로봇 사람 업무 대신 때문 재풀개발기술자 개발기술자 기술개발연구원 전자제품 개발 프로그램 없다 의료기기 개발 기술자 모르겠다,신소재공학
4070,2,2,2,3,3,2,1,0,3,3,2,3,2,1,2,2,3,3,3,3,1,0,2,2,1,0,2,1,3,3,2,3,2,3,1,0,2,3,1,0,3,2,1,0,1,0,4,4,3,3,2,2,3,3,2,2,3,3,2,3,1,0,2,1,3,2,1,0,2,1,1,0,2,2,2,2,2,2,1,0,1,0,19,1,1,1,2,0,4,4,2,4,3,5,4,3,3,2,3,3,3,4,3,2,3,3,2,3,3,3,3,4,3,2,2,4,2,3,4,10,2,2,2,2,2,2,2,2,4,5,4,4,2,2,2,45,4,1,1,1,3100,0,2200,307301,안경사 자격증 영상 매체 컴퓨터 사용 증가 시력 저하 없다 컴퓨터 거절 모름 없다,광학공학
4071,4,5,5,7,5,7,1,0,1,0,1,0,4,5,4,6,5,7,5,7,4,5,5,7,5,6,5,7,5,7,5,7,1,0,1,0,4,5,5,6,1,0,1,0,1,0,4,6,4,5,5,7,5,7,5,6,5,7,3,5,5,7,5,7,5,6,5,6,5,7,5,7,4,6,4,6,5,6,5,7,4,5,15,2,3,1,1,3,5,4,5,5,4,4,4,3,4,2,5,5,4,4,4,1,5,5,4,3,2,3,4,4,2,2,4,3,3,2,5,30,2,2,2,2,2,2,2,2,4,5,3,3,2,3,1,33,3,1,1,1,3500,0,3300,240101,대형면허 무도 시민들을 안전하게 지키기 위해 호신술 지속 치안유지 목적 짭새 무전기 취준생 없다 없다,중국어
4072,2,1,1,0,1,0,1,0,1,0,2,2,2,2,3,3,1,0,2,1,1,0,2,2,1,0,2,2,1,0,1,0,1,0,1,0,4,6,1,0,1,0,1,0,1,0,3,3,1,0,3,5,3,3,1,0,1,0,3,4,5,3,4,5,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,1,0,7,1,2,2,1,2,2,2,3,3,2,4,4,2,4,3,4,4,4,3,3,2,3,3,4,3,4,4,4,4,3,4,4,4,3,4,2,15,2,1,2,2,2,2,2,2,4,4,4,4,2,3,2,40,2,1,1,1,2700,0,2000,29201,고객상담스킬 전자상거래 팽창 없다 전화기 주부 없다 없다,인문
4073,4,5,4,5,4,5,4,5,4,4,4,4,2,3,2,2,3,3,4,4,1,0,4,4,2,3,4,4,5,5,4,4,3,4,3,4,2,3,1,0,1,0,1,0,1,0,2,2,2,3,3,4,3,4,4,5,1,0,3,4,3,4,3,4,3,4,3,4,2,2,3,4,3,4,1,0,2,3,3,3,4,4,18,1,2,2,1,3,6,3,3,4,3,3,4,4,3,0,0,4,4,4,4,4,3,3,4,3,2,2,2,3,4,2,3,5,4,4,3,50,1,1,1,1,1,2,1,1,5,5,5,5,4,4,1,38,3,1,1,1,4000,0,2000,414901,무대연출 호흡법 트릭사용법 훈련 출시 영상 융합 기술 발달 매직아티스트 카드 스카프 없다 대학 마술학과 교수 해외마술사 무대연출자,레크레이션학
4074,4,5,4,4,3,4,4,5,3,3,4,5,4,4,4,4,3,4,4,5,4,5,3,4,4,5,4,5,4,5,3,4,4,5,4,5,4,6,4,5,3,4,4,5,4,4,4,6,4,5,5,5,4,5,4,5,2,4,2,4,4,5,3,3,4,4,4,5,4,5,5,6,4,5,4,5,4,5,3,4,3,4,15,2,5,1,1,3,5,6,4,4,3,4,4,2,3,2,4,4,4,4,4,4,3,3,4,3,4,4,2,3,3,2,3,3,3,3,4,30,1,1,1,1,1,1,1,1,4,4,4,3,3,4,2,32,5,1,1,1,4200,0,3000,157101,식품기사 약사 화학분석 분석실무 분석시료이해 식품 산업 산업 변화 없음 식품 분석 기기 프로그램 없다 없다 없다,식품공학
